name,online_order,book_table,rate,votes,rest_type,cuisines,cost2plates,type,location
Cream and Bakes,No,No,3,14,Dessert Parlor,Desserts,100,Desserts,Indiranagar
Indira Sweets,No,No,3,0,others,others,100,Desserts,Indiranagar
Artinci Artisanal Ice Cream,Yes,No,3,0,Dessert Parlor,"Desserts, Ice Cream",300,Desserts,Indiranagar
Waffle In The Box,Yes,No,3,0,Dessert Parlor,Desserts,300,Desserts,Indiranagar
Fabcafe,Yes,Yes,4,54,Cafe,others,800,Desserts,Indiranagar
Tuffreys,Yes,No,3,25,Dessert Parlor,"Desserts, Ice Cream",250,Desserts,Indiranagar
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4,117,Casual Dining,others,2000,Desserts,Indiranagar
Marzipan Cafe & Bakery,Yes,No,4,431,others,others,700,Desserts,Indiranagar
Anand Sweets and Savouries,Yes,No,4,261,others,"Mithai, Street Food",400,Desserts,Indiranagar
Sugar & Spice - Taj MG Road Bengaluru,No,No,4,79,Dessert Parlor,Desserts,800,Desserts,Indiranagar
The Leela Cake Shop - The Leela Palace,No,No,3,72,Dessert Parlor,"Desserts, Bakery",1200,Desserts,Indiranagar
Book My Cakes,Yes,No,3,4,Bakery,Bakery,300,Desserts,Indiranagar
Ice Cream Buggy,No,No,3,14,others,"Ice Cream, Desserts",100,Desserts,Indiranagar
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,Yes,No,3,53,Dessert Parlor,Desserts,600,Desserts,Indiranagar
Brown Crust Cafe,No,No,2,18,Cafe,others,300,Desserts,Indiranagar
The Chocolate Heaven,Yes,No,3,135,others,others,700,Desserts,Indiranagar
The Cake House,Yes,No,3,29,Bakery,"Bakery, Desserts",300,Desserts,Indiranagar
Gelato Italiano,Yes,No,2,17,Dessert Parlor,others,200,Desserts,Indiranagar
Banchharam,No,No,3,65,Quick Bites,others,200,Desserts,Indiranagar
ROYCE' Chocolate,Yes,No,3,6,others,Desserts,1000,Desserts,Indiranagar
The Lobby Brew - Conrad Bengaluru,No,Yes,3,25,Cafe,others,2200,Desserts,Indiranagar
4 Mangoes,No,No,3,14,others,Ice Cream,200,Desserts,Indiranagar
New Udupi Fresh Juice Centre,No,No,3,9,Quick Bites,others,200,Desserts,Indiranagar
Gandharva Bakery and Sweets,No,No,3,0,Bakery,Bakery,400,Desserts,Indiranagar
Venus Bake Point,Yes,No,3,6,Bakery,Bakery,500,Desserts,Indiranagar
Jai Mataji Farshan and Sweets,No,No,3,0,others,"Mithai, Street Food",150,Desserts,Indiranagar
Delices,Yes,No,3,6,Bakery,"Bakery, Desserts",400,Desserts,Indiranagar
Juicy,Yes,No,3,80,others,others,200,Desserts,Indiranagar
24 Hours Cake Delivery,No,No,3,4,Delivery,Bakery,700,Desserts,Indiranagar
Bake a Smile,No,No,3,9,"Takeaway, Delivery","Bakery, Desserts",400,Desserts,Indiranagar
The Corner - Hyatt Centric MG Road,No,No,3,0,Cafe,others,1000,Desserts,Indiranagar
Shawn's Bakehouse,No,No,3,0,Bakery,Bakery,100,Desserts,Indiranagar
Homey Bake & Juice,No,No,3,0,Bakery,Bakery,100,Desserts,Indiranagar
Sly Granny - The Community House,No,Yes,4,953,others,others,2500,Dine-out,Indiranagar
The Twisted Desi,Yes,Yes,3,0,Casual Dining,others,1000,Dine-out,Indiranagar
Nevermind - Bar & Social,No,Yes,3,0,"Casual Dining, Bar",others,1700,Dine-out,Indiranagar
Barbeque Nation,No,Yes,4,7160,Casual Dining,others,1600,Dine-out,Indiranagar
Toit,No,No,4,14956,others,others,1500,Dine-out,Indiranagar
Bob's Bar,No,No,4,424,others,others,1000,Dine-out,Indiranagar
Dindigul Thalappakatti,Yes,No,4,289,Casual Dining,others,800,Dine-out,Indiranagar
Burma Burma,Yes,No,4,1594,Casual Dining,others,1500,Dine-out,Indiranagar
Arena - Artisanal Brewkitchen,No,Yes,4,177,others,others,2000,Dine-out,Indiranagar
Vapour Pub & Brewery,No,Yes,4,6907,others,others,1400,Dine-out,Indiranagar
Bombay Brasserie,Yes,No,4,1865,Casual Dining,others,1800,Dine-out,Indiranagar
The Fatty Bao - Asian Gastro Bar,Yes,No,4,3760,"Casual Dining, Bar",others,1200,Dine-out,Indiranagar
Delhi Highway,Yes,Yes,4,3219,Casual Dining,North Indian,1200,Dine-out,Indiranagar
The Black Rabbit,No,Yes,4,4187,others,others,1500,Dine-out,Indiranagar
1131 Bar + Kitchen,No,Yes,4,2785,others,others,1500,Dine-out,Indiranagar
Smoke House Deli,Yes,Yes,4,5421,Casual Dining,others,1600,Dine-out,Indiranagar
The Pizza Bakery,Yes,Yes,4,1724,Casual Dining,others,1200,Dine-out,Indiranagar
Three Dots & A Dash,No,Yes,4,3864,"Casual Dining, Bar",others,1300,Dine-out,Indiranagar
Truffles,No,No,4,1313,others,others,900,Dine-out,Indiranagar
LOFT38,No,Yes,4,3592,others,others,2100,Dine-out,Indiranagar
Chianti,No,Yes,4,4398,Casual Dining,others,1500,Dine-out,Indiranagar
Tipsy Bull - The Bar Exchange,No,Yes,4,2993,others,others,1400,Dine-out,Indiranagar
Rajdhani Thali Restaurant,Yes,Yes,4,1129,Casual Dining,North Indian,1000,Dine-out,Indiranagar
BTDT? Been There Done That,No,Yes,4,879,others,others,1300,Dine-out,Indiranagar
The Teal Door Cafe,Yes,No,4,1855,Cafe,"Cafe, Continental",800,Dine-out,Indiranagar
Tippler,No,Yes,4,2901,others,others,1300,Dine-out,Indiranagar
Tandoori Taal,Yes,Yes,4,1788,Casual Dining,"Biryani, North Indian",900,Dine-out,Indiranagar
Urban Tamaasha,Yes,Yes,4,840,Casual Dining,"North Indian, Chinese, Continental",1200,Dine-out,Indiranagar
Mainland China,Yes,Yes,4,1507,Casual Dining,"Chinese, Momos",1700,Dine-out,Indiranagar
Paradise,Yes,No,4,3238,Casual Dining,others,800,Dine-out,Indiranagar
Bricklane,No,Yes,4,1633,Casual Dining,others,1500,Dine-out,Indiranagar
Little Italy,Yes,Yes,4,3276,Casual Dining,others,1400,Dine-out,Indiranagar
Monkey Bar,Yes,No,4,3848,others,others,1400,Dine-out,Indiranagar
Dhaba - Estd 1986 Delhi,Yes,Yes,4,1420,"Casual Dining, Bar",North Indian,1100,Dine-out,Indiranagar
Phobidden Fruit,No,No,4,2921,Casual Dining,others,1100,Dine-out,Indiranagar
Mamagoto,Yes,Yes,4,2558,Casual Dining,others,1600,Dine-out,Indiranagar
Bologna,No,Yes,4,717,Casual Dining,others,1000,Dine-out,Indiranagar
The Marina,No,No,4,542,Casual Dining,others,1200,Dine-out,Indiranagar
Onesta,Yes,Yes,4,4645,others,others,600,Dine-out,Indiranagar
Bhartiya Jalpan,No,No,4,1075,Casual Dining,others,800,Dine-out,Indiranagar
Ciclo Cafe,Yes,No,4,1273,others,others,1000,Dine-out,Indiranagar
Lono,No,Yes,4,172,others,others,1500,Dine-out,Indiranagar
Lazy Suzy,Yes,Yes,4,1236,others,others,1000,Dine-out,Indiranagar
Nagarjuna,No,No,4,1926,Casual Dining,"Andhra, Biryani",850,Dine-out,Indiranagar
Pasta Street,Yes,Yes,4,1619,Casual Dining,others,1300,Dine-out,Indiranagar
Nando's,Yes,No,4,1210,Casual Dining,others,1200,Dine-out,Indiranagar
The Yogisthaan Cafe,Yes,No,4,1204,Cafe,others,600,Dine-out,Indiranagar
Thai Chy,Yes,Yes,4,367,Casual Dining,others,1200,Dine-out,Indiranagar
Southindies,No,Yes,4,1224,Casual Dining,others,800,Dine-out,Indiranagar
Meghana Foods,Yes,Yes,4,1745,Casual Dining,others,750,Dine-out,Indiranagar
Barebones - The Balcony Bar,No,Yes,4,2445,others,others,1500,Dine-out,Indiranagar
Esplanade,No,No,4,1563,Casual Dining,others,1000,Dine-out,Indiranagar
Oye Amritsar,Yes,Yes,3,1437,Casual Dining,North Indian,1000,Dine-out,Indiranagar
Cafe Max,No,No,4,1654,others,others,1300,Dine-out,Indiranagar
BabaYaga's,Yes,Yes,4,201,others,others,1500,Dine-out,Indiranagar
NH8,Yes,Yes,4,2075,Casual Dining,others,800,Dine-out,Indiranagar
Taiki,Yes,Yes,3,0,Casual Dining,others,1000,Dine-out,Indiranagar
Chinita Real Mexican Food,No,No,4,2658,Casual Dining,others,1200,Dine-out,Indiranagar
Maravanthe,Yes,Yes,4,654,Casual Dining,others,1000,Dine-out,Indiranagar
Monet's Bistro,No,No,4,198,Cafe,others,600,Dine-out,Indiranagar
Peacock,Yes,Yes,3,847,Casual Dining,others,1200,Dine-out,Indiranagar
Nandhana Palace,No,Yes,4,902,"Casual Dining, Bar",others,800,Dine-out,Indiranagar
Brik Oven,No,No,3,0,Cafe,others,1100,Dine-out,Indiranagar
Chai Days,Yes,No,4,105,Cafe,others,200,Dine-out,Indiranagar
Pulimunchi,Yes,Yes,4,686,Casual Dining,others,1000,Dine-out,Indiranagar
Plan B,No,No,4,1651,others,others,1200,Dine-out,Indiranagar
Empire Restaurant,Yes,No,4,8185,Casual Dining,others,750,Dine-out,Indiranagar
China Bistro & Lounge,Yes,Yes,4,83,Casual Dining,others,1600,Dine-out,Indiranagar
Jonah's,Yes,Yes,4,1827,"Casual Dining, Bar",others,1100,Dine-out,Indiranagar
Cafe Terra,Yes,No,4,391,Cafe,others,500,Dine-out,Indiranagar
Kobe Sizzlers,Yes,Yes,4,1473,Casual Dining,others,1500,Dine-out,Indiranagar
Haute,No,Yes,4,69,Casual Dining,others,1200,Dine-out,Indiranagar
Aaha Andhra,No,No,4,807,Casual Dining,others,900,Dine-out,Indiranagar
Swing,No,Yes,3,201,"Casual Dining, Bar",others,1000,Dine-out,Indiranagar
Sanchez Taqueria & Cantina,No,No,4,57,Casual Dining,others,800,Dine-out,Indiranagar
Forage,No,Yes,4,210,Casual Dining,others,1500,Dine-out,Indiranagar
Aagaman Veg,Yes,No,4,556,Casual Dining,"North Indian, Chinese, South Indian",900,Dine-out,Indiranagar
Wall Street 657,No,No,4,1858,others,others,1200,Dine-out,Indiranagar
Cup Chronicles Cafe,Yes,Yes,3,49,Cafe,others,450,Dine-out,Indiranagar
Food Coma,No,Yes,3,0,Casual Dining,others,800,Dine-out,Indiranagar
Byblos,Yes,Yes,4,1345,Casual Dining,others,1700,Dine-out,Indiranagar
Anjappar,No,No,3,768,Casual Dining,others,650,Dine-out,Indiranagar
House Of Seitan,Yes,No,3,0,Cafe,others,700,Dine-out,Indiranagar
Xtreme Sports Bar,No,Yes,3,1111,others,others,1400,Dine-out,Indiranagar
Bean Flickers,Yes,No,4,391,Cafe,others,700,Dine-out,Indiranagar
Agent Jack's Bar,No,Yes,4,592,others,others,1300,Dine-out,Indiranagar
Hangover,Yes,Yes,4,1413,others,others,1500,Dine-out,Indiranagar
Power House Pitstsa,No,Yes,3,0,Casual Dining,others,800,Dine-out,Indiranagar
Pecos Stones,No,Yes,4,1089,others,Finger Food,1100,Dine-out,Indiranagar
Imli,Yes,No,3,1837,Casual Dining,"North Indian, Street Food",900,Dine-out,Indiranagar
Third Wave Coffee Roasters,No,No,4,311,Cafe,others,800,Dine-out,Indiranagar
The Punjabi Rasoi,No,Yes,4,2008,Casual Dining,North Indian,800,Dine-out,Indiranagar
Dhyaana,Yes,No,4,154,Cafe,others,600,Dine-out,Indiranagar
The Ants Cafe & Store,Yes,Yes,3,1380,Cafe,others,900,Dine-out,Indiranagar
Infinitea Tea Room & Tea Store,Yes,Yes,4,766,others,others,1000,Dine-out,Indiranagar
The Restaurant - Coorg,No,Yes,4,504,Casual Dining,South Indian,1100,Dine-out,Indiranagar
Soo Ra Sang,No,No,4,290,Casual Dining,others,1500,Dine-out,Indiranagar
Bangalore Mandarin,Yes,No,4,970,Casual Dining,others,1100,Dine-out,Indiranagar
Elongo's,No,No,3,48,others,others,900,Dine-out,Indiranagar
The Kebab Room - Restaurant & Brewery,No,Yes,4,773,others,others,1000,Dine-out,Indiranagar
Suryawanshi,Yes,No,4,444,Casual Dining,others,700,Dine-out,Indiranagar
Waffle Magic,No,No,4,583,Cafe,"Cafe, Desserts",700,Dine-out,Indiranagar
Wanley,No,No,4,514,Casual Dining,Chinese,500,Dine-out,Indiranagar
Blu Oyster,No,Yes,3,0,Casual Dining,others,1500,Dine-out,Indiranagar
Matteo Coffea,No,No,4,858,Cafe,Cafe,600,Dine-out,Indiranagar
Sherlock's Pub,No,Yes,3,644,others,others,1500,Dine-out,Indiranagar
Imperial Restaurant,Yes,No,3,238,Casual Dining,others,800,Dine-out,Indiranagar
Cafe Braqa,Yes,Yes,4,144,Cafe,others,700,Dine-out,Indiranagar
Baba Da Dhaba,No,Yes,4,364,Casual Dining,North Indian,650,Dine-out,Indiranagar
Smally's Resto Cafe,Yes,No,4,401,Cafe,others,650,Dine-out,Indiranagar
Tea Brew,Yes,No,4,1145,others,others,500,Dine-out,Indiranagar
Shaap,Yes,No,4,237,Casual Dining,others,500,Dine-out,Indiranagar
Bathinda Dine,Yes,No,4,730,Casual Dining,North Indian,950,Dine-out,Indiranagar
Bottle & Glass,No,Yes,4,973,others,others,1400,Dine-out,Indiranagar
Asaivam Restaurant,Yes,No,4,69,Casual Dining,others,750,Dine-out,Indiranagar
Seafood Place,Yes,No,4,293,Casual Dining,others,800,Dine-out,Indiranagar
Vietnamese Kitchen,Yes,Yes,4,522,Casual Dining,others,800,Dine-out,Indiranagar
A2B - Adyar Ananda Bhavan,Yes,No,3,564,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Dine-out,Indiranagar
The Tiny Taproom,No,No,3,0,others,others,800,Dine-out,Indiranagar
Copper Chimney,Yes,Yes,4,80,Casual Dining,"North Indian, Biryani",1200,Dine-out,Indiranagar
Pot-O-Noodles,No,No,4,60,Casual Dining,others,800,Dine-out,Indiranagar
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Yes,No,4,84,Cafe,others,450,Dine-out,Indiranagar
Tunday Kababi,Yes,No,3,721,Casual Dining,others,500,Dine-out,Indiranagar
Zaica Dine & Wine,Yes,Yes,4,1013,Casual Dining,North Indian,1200,Dine-out,Indiranagar
Annapoorani,No,No,3,434,Casual Dining,South Indian,500,Dine-out,Indiranagar
Viceroy's Sarathi,Yes,No,3,137,"Casual Dining, Bar","North Indian, Chinese",750,Dine-out,Indiranagar
Jimi's Beer Cafe,No,Yes,3,815,others,others,1700,Dine-out,Indiranagar
Srinathji's,Yes,Yes,3,592,Casual Dining,others,850,Dine-out,Indiranagar
Django,Yes,Yes,4,210,Cafe,others,800,Dine-out,Indiranagar
Bflat Bar,No,Yes,3,854,others,others,1600,Dine-out,Indiranagar
Tata Cha,Yes,No,3,661,Cafe,others,500,Dine-out,Indiranagar
Bootlegger,No,Yes,4,601,others,others,1800,Dine-out,Indiranagar
Raaga,Yes,Yes,3,297,Casual Dining,"North Indian, Chinese, Continental",1200,Dine-out,Indiranagar
Fai Dang,No,No,3,30,Casual Dining,others,1100,Dine-out,Indiranagar
Just Khao Suey,Yes,No,4,176,Casual Dining,others,600,Dine-out,Indiranagar
AhimsaAmrit Green Cafe,No,No,3,9,Casual Dining,others,800,Dine-out,Indiranagar
Salt Mango Tree,Yes,Yes,4,243,Casual Dining,Kerala,800,Dine-out,Indiranagar
The Mad Teapot,No,Yes,4,289,Cafe,Cafe,850,Dine-out,Indiranagar
UTHRA,No,Yes,4,103,Casual Dining,others,800,Dine-out,Indiranagar
New Punjabi Hotel,No,No,3,123,Quick Bites,"North Indian, Chinese",350,Dine-out,Indiranagar
Grubhouse,Yes,No,4,332,others,others,800,Dine-out,Indiranagar
Doff Pub and Lounge,No,Yes,4,1341,others,others,1500,Dine-out,Indiranagar
Thai House,Yes,No,4,224,Casual Dining,others,800,Dine-out,Indiranagar
Gokul Kuteera,Yes,No,3,257,Casual Dining,"North Indian, Chinese, South Indian",650,Dine-out,Indiranagar
Lahe Lahe Santhe,No,No,3,17,Cafe,others,300,Dine-out,Indiranagar
Singh Saab,Yes,No,3,243,Casual Dining,North Indian,850,Dine-out,Indiranagar
Chung's Chinese Corner,Yes,No,2,283,Casual Dining,Chinese,700,Dine-out,Indiranagar
Regulars Pub & Grub,No,Yes,3,263,others,others,1000,Dine-out,Indiranagar
Nakkshatra,No,Yes,3,79,Casual Dining,others,1100,Dine-out,Indiranagar
Coastal Delight,Yes,No,4,198,Casual Dining,others,650,Dine-out,Indiranagar
Little Orissa Restaurant,Yes,No,3,346,Casual Dining,others,450,Dine-out,Indiranagar
Treat,Yes,No,3,543,Casual Dining,"North Indian, Mughlai",800,Dine-out,Indiranagar
Andal Mess,Yes,No,3,133,others,others,250,Dine-out,Indiranagar
Nandhini Paradise,No,Yes,3,289,Casual Dining,North Indian,600,Dine-out,Indiranagar
iSpice Resto Cafe,Yes,No,3,28,Cafe,others,600,Dine-out,Indiranagar
Chungs Pavilion,Yes,No,3,247,Casual Dining,Chinese,650,Dine-out,Indiranagar
Kim Lee Restaurant,No,No,3,264,Casual Dining,"Chinese, Momos",650,Dine-out,Indiranagar
Meaza Ginger Multi Cuisine Restaurant,Yes,No,3,91,Casual Dining,others,550,Dine-out,Indiranagar
Give Me 5 Cafe,No,No,3,90,Cafe,"Cafe, Continental",500,Dine-out,Indiranagar
Kund Indian Barbeque,No,Yes,4,869,Casual Dining,"North Indian, Mughlai",1100,Dine-out,Indiranagar
Tea Journey,Yes,No,3,71,Cafe,Cafe,500,Dine-out,Indiranagar
New Shanthi Sagar,No,No,2,211,Casual Dining,"South Indian, North Indian, Chinese, Street Food",650,Dine-out,Indiranagar
ABC Grand,Yes,No,3,54,Casual Dining,others,700,Dine-out,Indiranagar
Keto Kitchen,Yes,No,3,18,Casual Dining,others,500,Dine-out,Indiranagar
The Beer Joint,No,No,3,77,Casual Dining,"North Indian, Chinese",800,Dine-out,Indiranagar
Blistering Barnacles,No,Yes,3,1214,others,others,1200,Dine-out,Indiranagar
Pappu Chaiwalla,No,No,3,0,others,Fast Food,300,Dine-out,Indiranagar
New Leaf Restaurant,Yes,Yes,3,58,Casual Dining,Chinese,1500,Dine-out,Indiranagar
J's Cafe,No,No,3,155,Cafe,"Cafe, Continental",700,Dine-out,Indiranagar
Vasudev Adiga's,No,No,3,317,Casual Dining,"South Indian, North Indian, Chinese",400,Dine-out,Indiranagar
Cafe Ritzz,No,Yes,3,39,Casual Dining,others,800,Dine-out,Indiranagar
Ambur Star Briyani,Yes,No,3,17,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out,Indiranagar
Flavors of India,No,No,3,0,Casual Dining,others,600,Dine-out,Indiranagar
Crisp Cafe,No,No,4,97,others,others,1100,Dine-out,Indiranagar
Take 5,No,No,3,10,others,others,1300,Dine-out,Indiranagar
Bites 2 Binge,Yes,No,3,19,Casual Dining,North Indian,750,Dine-out,Indiranagar
Cup Shup,Yes,No,2,185,Cafe,others,500,Dine-out,Indiranagar
Chung Wah Express,Yes,No,2,94,Casual Dining,others,600,Dine-out,Indiranagar
Sunny Side Bistro,No,No,3,69,Cafe,"Cafe, Continental",700,Dine-out,Indiranagar
Cafe Coffee Day The Lounge,Yes,No,2,59,Cafe,"Cafe, Fast Food",650,Dine-out,Indiranagar
Danny Lambas Punjabi Dhaba,Yes,No,3,98,Casual Dining,"North Indian, Chinese, Biryani",600,Dine-out,Indiranagar
Bhagini Icon Boutique Hotel,Yes,No,3,6,Casual Dining,others,600,Dine-out,Indiranagar
Hotel Hyperdine,Yes,No,2,66,Quick Bites,others,350,Dine-out,Indiranagar
Raenss Cafe,Yes,No,2,129,Cafe,others,600,Dine-out,Indiranagar
Shalimar,Yes,No,4,153,Casual Dining,"North Indian, Chinese, Seafood",700,Dine-out,Indiranagar
UBCR,Yes,No,3,5,others,others,350,Dine-out,Indiranagar
New Krishna Sagar,Yes,No,3,26,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Indiranagar
Origami,No,No,3,11,Casual Dining,others,700,Dine-out,Indiranagar
Rayalaseema Spice,No,No,3,116,Casual Dining,others,650,Dine-out,Indiranagar
Shree Annapoorneshwari Mess,No,No,3,7,others,South Indian,200,Dine-out,Indiranagar
Amexicano,No,No,3,31,others,others,400,Dine-out,Indiranagar
Pizza Hut,Yes,No,3,10,Casual Dining,"Pizza, Fast Food",750,Dine-out,Indiranagar
Melting Spot,No,No,4,134,others,others,600,Dine-out,Indiranagar
Chaavadi,No,No,3,38,Casual Dining,others,750,Dine-out,Indiranagar
Hotel Green Land,No,No,3,7,Casual Dining,"North Indian, South Indian",400,Dine-out,Indiranagar
Mast Kalandar,No,No,2,256,Casual Dining,North Indian,450,Dine-out,Indiranagar
Tea Garden,No,No,3,0,Casual Dining,"North Indian, Chinese",600,Dine-out,Indiranagar
Aishwarya Bar and Restaurant,No,No,3,0,others,Finger Food,800,Dine-out,Indiranagar
All Seasons Restaurants,No,No,3,0,Casual Dining,"North Indian, South Indian",700,Dine-out,Indiranagar
Swagath Authentic Nati Style,Yes,No,3,0,Quick Bites,"Biryani, South Indian",350,Dine-out,Indiranagar
C-harge by Chefkraft,No,No,3,7,Cafe,"Cafe, Continental",600,Dine-out,Indiranagar
H3O,No,No,3,11,others,"North Indian, Chinese",1000,Dine-out,Indiranagar
Bery's Cafe,No,No,3,0,others,others,150,Dine-out,Indiranagar
Sriracha Robata & Contemporary Pan Asian Dining,No,No,3,0,Casual Dining,others,1000,Dine-out,Indiranagar
Cross Roads Cafe,Yes,No,3,59,Cafe,others,500,Dine-out,Indiranagar
Head O State,No,Yes,3,198,"Casual Dining, Bar",others,1000,Dine-out,Indiranagar
Bhavani Sri,Yes,No,3,110,Casual Dining,others,700,Dine-out,Indiranagar
Dakshin Biryani & Tiffin,Yes,No,3,334,Casual Dining,others,550,Dine-out,Indiranagar
Fog City Cafe,Yes,No,3,0,Cafe,Fast Food,500,Dine-out,Indiranagar
One Night In Bangkok,No,No,3,0,Casual Dining,others,1400,Dine-out,Indiranagar
Glen's Bakehouse,Yes,No,4,5299,others,others,600,Dine-out,Indiranagar
Mavalli Tiffin Room (MTR),No,No,4,1878,Quick Bites,South Indian,300,Dine-out,Indiranagar
McDonald's,Yes,No,3,388,Quick Bites,"Burger, Fast Food",500,Dine-out,Indiranagar
Sendhoor Coffee,No,No,3,49,Quick Bites,others,150,Dine-out,Indiranagar
KFC,Yes,No,3,668,Quick Bites,"Burger, Fast Food",450,Dine-out,Indiranagar
Cita Pani,Yes,Yes,3,53,Quick Bites,others,350,Dine-out,Indiranagar
Sri Udupi Park,Yes,No,4,770,Quick Bites,others,300,Dine-out,Indiranagar
Gobble Up Churros Cafe,Yes,No,4,374,Dessert Parlor,others,400,Dine-out,Indiranagar
Taco Bell,Yes,No,4,387,Quick Bites,others,600,Dine-out,Indiranagar
Chetty's Coffee,Yes,No,3,43,Quick Bites,South Indian,150,Dine-out,Indiranagar
Domino's Pizza,Yes,No,3,464,Quick Bites,"Pizza, Fast Food",800,Dine-out,Indiranagar
Five Star Chicken,Yes,No,3,78,Quick Bites,"Fast Food, Burger",200,Dine-out,Indiranagar
Delite Chaat House,Yes,No,4,450,Quick Bites,others,300,Dine-out,Indiranagar
eat.fit,Yes,Yes,3,0,Quick Bites,others,300,Dine-out,Indiranagar
Kanteen 038,Yes,No,4,50,Quick Bites,others,200,Dine-out,Indiranagar
Burger King,Yes,No,4,1391,Quick Bites,others,600,Dine-out,Indiranagar
Gundappa Donne Biryani,Yes,No,2,90,Quick Bites,Biryani,300,Dine-out,Indiranagar
Namdhari's Salad Bar,No,No,3,82,Quick Bites,others,300,Dine-out,Indiranagar
Kitchen of Joy,Yes,No,4,566,Quick Bites,others,400,Dine-out,Indiranagar
Leon Grill,Yes,No,4,315,Quick Bites,others,500,Dine-out,Indiranagar
Biggies Burger 'n' More,Yes,No,4,183,Quick Bites,others,650,Dine-out,Indiranagar
Misal Darbar,Yes,No,3,21,Quick Bites,others,200,Dine-out,Indiranagar
Yomama,Yes,Yes,4,340,Quick Bites,others,800,Dine-out,Indiranagar
Dal Roti Sabji,Yes,No,4,81,Quick Bites,North Indian,150,Dine-out,Indiranagar
Just Eat,Yes,No,3,0,Quick Bites,others,500,Dine-out,Indiranagar
Cafe Srinidhi,No,No,3,90,Quick Bites,others,200,Dine-out,Indiranagar
Khan Saheb Grills and Rolls,Yes,No,4,1072,Quick Bites,"Fast Food, Rolls",350,Dine-out,Indiranagar
Achayyan's,Yes,No,3,405,Quick Bites,"Kerala, South Indian",350,Dine-out,Indiranagar
Snack House,Yes,No,3,22,Quick Bites,others,200,Dine-out,Indiranagar
Cheesy Juicy Burgers,Yes,No,3,82,Quick Bites,others,500,Dine-out,Indiranagar
Eat Well,Yes,No,3,32,Quick Bites,"North Indian, Chinese",400,Dine-out,Indiranagar
The Chennai Express,No,No,3,166,Quick Bites,"South Indian, Chinese",200,Dine-out,Indiranagar
Peace Restaurant,Yes,No,2,124,Quick Bites,others,500,Dine-out,Indiranagar
Paratha Plaza,Yes,No,3,155,Quick Bites,North Indian,200,Dine-out,Indiranagar
Kasol Cafe,No,No,3,0,Quick Bites,others,400,Dine-out,Indiranagar
Shake It Off,Yes,No,4,159,Quick Bites,"Beverages, Fast Food",600,Dine-out,Indiranagar
Srinidhi Sagar Food Line,Yes,No,3,129,Quick Bites,"South Indian, North Indian, Chinese",40,Dine-out,Indiranagar
Pizza Joint Food Junction,Yes,No,3,8,Quick Bites,others,350,Dine-out,Indiranagar
Donne Biriyani Mane,Yes,No,3,140,Quick Bites,"Biryani, Kebab",400,Dine-out,Indiranagar
Lakeview Milkbar,No,No,2,539,others,others,500,Dine-out,Indiranagar
Shreedevi,No,No,3,130,Quick Bites,others,600,Dine-out,Indiranagar
Kylie's,No,No,4,261,Quick Bites,others,500,Dine-out,Indiranagar
Big Mummy,Yes,No,3,214,Quick Bites,others,400,Dine-out,Indiranagar
Happenwell Cafe Lounge,No,No,3,0,Quick Bites,others,300,Dine-out,Indiranagar
Madurai Idly Shop,No,No,3,722,Quick Bites,South Indian,200,Dine-out,Indiranagar
Anju's Cafe,No,No,3,5,Quick Bites,others,400,Dine-out,Indiranagar
Gowdru Hotel,Yes,No,3,199,Quick Bites,"South Indian, Biryani",400,Dine-out,Indiranagar
Shivaji Military Hotel,No,No,3,4,Quick Bites,"South Indian, Biryani",150,Dine-out,Indiranagar
Halli Mane Rotti,No,No,3,8,Quick Bites,South Indian,150,Dine-out,Indiranagar
Ammi's Biryani,No,No,2,231,Quick Bites,"Biryani, North Indian",350,Dine-out,Indiranagar
California Burrito,No,No,4,253,Quick Bites,others,400,Dine-out,Indiranagar
Ambur Biriyani,No,No,3,41,Quick Bites,Biryani,250,Dine-out,Indiranagar
Rotti Mane,Yes,No,3,20,Quick Bites,South Indian,200,Dine-out,Indiranagar
Annabell,Yes,No,4,264,others,others,700,Dine-out,Indiranagar
Wow Vada Pav,Yes,No,3,27,Quick Bites,others,250,Dine-out,Indiranagar
The French Loaf,Yes,No,3,138,others,others,400,Dine-out,Indiranagar
Kumbakonam Degree Coffee,Yes,No,3,66,Quick Bites,"South Indian, Fast Food",200,Dine-out,Indiranagar
Sethji Home Made Food,Yes,No,3,228,Quick Bites,North Indian,350,Dine-out,Indiranagar
Pathaan Sir,Yes,No,3,155,Quick Bites,others,250,Dine-out,Indiranagar
Curries And Pickles,Yes,No,3,77,Quick Bites,others,250,Dine-out,Indiranagar
Chakum Chukum Calcutta On A Roll,Yes,No,3,89,Quick Bites,"Fast Food, Rolls",400,Dine-out,Indiranagar
Aadhya's Fresh and Rich,No,No,3,0,Quick Bites,others,250,Dine-out,Indiranagar
Subway,Yes,No,2,258,Quick Bites,others,600,Dine-out,Indiranagar
Saka Eatery Outlet,Yes,No,3,41,Quick Bites,Street Food,150,Dine-out,Indiranagar
