name,online_order,book_table,rate,votes,rest_type,cuisines,cost2plates,type,location
Bread and Circus,Yes,No,3,50,Cafe,others,550,Dine-out,Basavanagudi
Java City,Yes,No,2,157,Cafe,others,450,Dine-out,Basavanagudi
Ugadi,Yes,No,2,177,Casual Dining,others,700,Dine-out,Basavanagudi
The Pizzeria,Yes,No,2,45,Casual Dining,others,800,Dine-out,Basavanagudi
Banashankari Donne Biriyani,Yes,No,3,104,Quick Bites,"Biryani, Fast Food",300,Dine-out,Basavanagudi
Big Bites,No,No,3,21,Quick Bites,others,200,Dine-out,Basavanagudi
The Taj Hotel,No,No,3,12,Quick Bites,others,350,Dine-out,Basavanagudi
Rasoi,Yes,No,3,128,Quick Bites,"North Indian, Chinese",300,Dine-out,Basavanagudi
21 C - La Marvella Sarovar Premiere Hotel,No,No,3,15,Casual Dining,Continental,1000,Dine-out,Basavanagudi
Ayda Persian Kitchen,No,No,3,39,Casual Dining,others,950,Dine-out,Basavanagudi
Vybhava,No,No,3,39,Quick Bites,"South Indian, North Indian",250,Dine-out,Basavanagudi
Vijaya Sagar,No,No,3,15,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Basavanagudi
Priya Restaurant,No,No,3,0,Quick Bites,"South Indian, North Indian",250,Dine-out,Basavanagudi
Emerald Green,No,No,3,0,Casual Dining,South Indian,600,Dine-out,Basavanagudi
Upperdeck,No,No,3,0,Casual Dining,others,900,Dine-out,Basavanagudi
Hatti Punjab Di,No,No,3,0,Casual Dining,"North Indian, Chinese",600,Dine-out,Basavanagudi
As On Fire,Yes,No,3,41,others,others,400,Dine-out,Basavanagudi
Sri Krishna Sagar,Yes,No,3,119,Casual Dining,"North Indian, Chinese",400,Dine-out,Basavanagudi
Lassi Stop,Yes,No,3,12,others,others,150,Dine-out,Basavanagudi
Sri Yaksha Shiv Sagar,Yes,No,3,24,Casual Dining,"North Indian, Chinese",600,Dine-out,Basavanagudi
Chumma Delicious,Yes,No,3,237,Quick Bites,"South Indian, Fast Food",200,Dine-out,Basavanagudi
Khan Saheb Grills and Rolls,Yes,No,3,134,Quick Bites,"Fast Food, Rolls",350,Dine-out,Basavanagudi
Leon Grill,Yes,No,4,414,Quick Bites,others,500,Dine-out,Basavanagudi
Krishna Sagar,No,No,3,31,Quick Bites,North Indian,200,Dine-out,Basavanagudi
Iyer's Tiffin Centre,No,No,3,62,Quick Bites,"South Indian, Chinese",150,Dine-out,Basavanagudi
Kydz Adda,No,No,3,6,Casual Dining,Continental,500,Dine-out,Basavanagudi
Hotel Anand Vihar,No,No,3,12,Casual Dining,"North Indian, Chinese",400,Dine-out,Basavanagudi
Hanumanthanagar Biryani Junction,No,No,3,17,Quick Bites,South Indian,300,Dine-out,Basavanagudi
Annapooraneshwari Mess,No,No,3,0,others,South Indian,200,Dine-out,Basavanagudi
Kaumudis Juoice,No,No,3,0,others,others,150,Dine-out,Basavanagudi
Tejas Bar and Restaurant,No,No,3,0,Casual Dining,others,800,Dine-out,Basavanagudi
Swadesh Tadka,Yes,No,3,179,Casual Dining,others,600,Dine-out,Basavanagudi
Wahab,Yes,No,3,97,Quick Bites,"North Indian, Mughlai, Chinese",350,Dine-out,Basavanagudi
Vennela Andhra Meals,Yes,No,3,23,Quick Bites,Andhra,400,Dine-out,Basavanagudi
SLV Refreshment,No,No,4,94,Quick Bites,South Indian,100,Dine-out,Basavanagudi
Pavithra Restaurant,No,No,3,133,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Basavanagudi
K27 - The Pub,No,No,3,30,others,"Chinese, North Indian",1000,Dine-out,Basavanagudi
Kotian Karavali Restaurant,No,No,3,10,Quick Bites,"South Indian, Biryani",300,Dine-out,Basavanagudi
Biryani Paradise,No,No,3,6,Quick Bites,"Biryani, Fast Food",400,Dine-out,Basavanagudi
Ande Ka Funda,Yes,No,3,120,Quick Bites,others,250,Dine-out,Basavanagudi
Durga Sagar,Yes,No,3,8,Quick Bites,South Indian,150,Dine-out,Basavanagudi
Ruchi's Corner,Yes,No,2,123,Quick Bites,Fast Food,200,Dine-out,Basavanagudi
Brews N Bites,Yes,No,2,62,others,others,650,Dine-out,Basavanagudi
Anda Ka Funda,Yes,No,3,89,Quick Bites,others,250,Dine-out,Basavanagudi
Kaggis,No,No,3,64,Quick Bites,others,250,Dine-out,Basavanagudi
Darbar,No,No,3,98,others,"North Indian, Chinese",800,Dine-out,Basavanagudi
MRS Paradise,No,No,3,21,Casual Dining,"South Indian, North Indian, Chinese",650,Dine-out,Basavanagudi
Shree Sagar,No,No,2,33,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out,Basavanagudi
Beijing Bites,No,No,2,128,Casual Dining,"Chinese, Thai",850,Dine-out,Basavanagudi
Coffee House,No,No,3,0,Quick Bites,others,150,Dine-out,Basavanagudi
Juicy Momos,Yes,No,3,80,Quick Bites,others,250,Dine-out,Basavanagudi
Meat And Eat,Yes,No,3,4,Quick Bites,"Fast Food, Burger",500,Dine-out,Basavanagudi
Rakesh Kumar Pani Poori,No,No,3,13,Quick Bites,Street Food,100,Dine-out,Basavanagudi
Sangam Military Hotel,No,No,3,14,Quick Bites,South Indian,250,Dine-out,Basavanagudi
Chatar Patar,No,No,3,65,Quick Bites,others,300,Dine-out,Basavanagudi
Hotel Sapphire,No,No,3,0,Quick Bites,"North Indian, Chinese, South Indian",300,Dine-out,Basavanagudi
Rotti Mane,No,No,3,0,Quick Bites,South Indian,100,Dine-out,Basavanagudi
New Ambur Biryani,No,No,3,0,Quick Bites,Biryani,350,Dine-out,Basavanagudi
Hotel Select,No,No,3,0,Quick Bites,South Indian,250,Dine-out,Basavanagudi
Karnataka Bhel House,No,No,3,0,Quick Bites,Street Food,150,Dine-out,Basavanagudi
Kannadigas Karavali,No,No,3,0,Quick Bites,others,250,Dine-out,Basavanagudi
The Coorg Kitchen,No,No,3,0,Quick Bites,South Indian,400,Dine-out,Basavanagudi
Satkar Upahar,No,No,3,0,Quick Bites,others,100,Dine-out,Basavanagudi
Just Bunny,Yes,No,3,11,Quick Bites,Fast Food,200,Dine-out,Basavanagudi
Aramane Donne Biryani,Yes,No,3,28,Quick Bites,Biryani,200,Dine-out,Basavanagudi
VEGeatz,Yes,No,3,19,Quick Bites,"South Indian, North Indian",200,Dine-out,Basavanagudi
SSV Upahar,Yes,No,3,0,Quick Bites,"South Indian, Chinese",300,Dine-out,Basavanagudi
Just Shawarma,Yes,No,3,66,Quick Bites,Arabian,300,Dine-out,Basavanagudi
Adithya,No,No,3,28,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Basavanagudi
SVKP Daily Fresh,No,No,3,5,Quick Bites,South Indian,350,Dine-out,Basavanagudi
Kidambi's Kitchen,No,No,3,52,Quick Bites,South Indian,300,Dine-out,Basavanagudi
Banashankari Nati Style,No,No,3,0,Quick Bites,others,350,Dine-out,Basavanagudi
Murali Miltary Hotel,No,No,3,0,Quick Bites,Biryani,300,Dine-out,Basavanagudi
Sea Green Cafe,No,No,3,4,Cafe,others,500,Dine-out,Basavanagudi
Hotel Coronation,No,No,3,5,Quick Bites,others,350,Dine-out,Basavanagudi
Hotel New Guide,No,No,3,0,Quick Bites,South Indian,200,Dine-out,Basavanagudi
City Kebab Centre,No,No,3,0,Quick Bites,others,300,Dine-out,Basavanagudi
Hotel City Light,No,No,3,0,Quick Bites,"North Indian, Biryani",200,Dine-out,Basavanagudi
Chandra Prakesh Veg Restaurant,No,No,3,0,Quick Bites,South Indian,100,Dine-out,Basavanagudi
Hotel Annapurna,No,No,3,0,Quick Bites,South Indian,150,Dine-out,Basavanagudi
Rasoi Family Restaurant,No,No,3,0,Quick Bites,"North Indian, Chinese",300,Dine-out,Basavanagudi
New Biryani Mane,No,No,3,0,Quick Bites,"South Indian, Biryani",400,Dine-out,Basavanagudi
Bengaluru Foodies,No,No,3,0,Quick Bites,"North Indian, South Indian",300,Dine-out,Basavanagudi
Aliyar Cafe Sweet Palace,No,No,3,0,Quick Bites,others,250,Dine-out,Basavanagudi
New Sri Udupi Restaurant,No,No,3,0,Quick Bites,others,200,Dine-out,Basavanagudi
MM Tiffen Center,No,No,3,0,Quick Bites,"South Indian, Fast Food",150,Dine-out,Basavanagudi
New Indraprasta,No,No,3,0,Quick Bites,others,150,Dine-out,Basavanagudi
Sri Raghavendra Prasanna Coffee Beans Club,No,No,3,0,Quick Bites,South Indian,150,Dine-out,Basavanagudi
Bitez,No,No,3,0,Quick Bites,Fast Food,100,Dine-out,Basavanagudi
Sree Sagar,Yes,No,3,0,Quick Bites,South Indian,200,Dine-out,Basavanagudi
Shawarma Inc,Yes,No,3,0,Quick Bites,others,200,Dine-out,Basavanagudi
Lama Restaurant,No,No,3,0,Quick Bites,"North Indian, Chinese, Biryani",250,Dine-out,Basavanagudi
Sri Balaji Tiffin Centre,No,No,3,0,Quick Bites,"South Indian, Chinese",300,Dine-out,Basavanagudi
360 Atoms Restaurant And Cafe,Yes,No,3,13,Cafe,others,400,Dine-out,Basavanagudi
Shree Balaji Paratha House,No,No,3,17,Quick Bites,North Indian,200,Dine-out,Basavanagudi
Srinagar Kabab Corner,No,No,3,10,Quick Bites,North Indian,250,Dine-out,Basavanagudi
Sri Venkateshwara Chat Centre,No,No,3,12,Quick Bites,Street Food,100,Dine-out,Basavanagudi
Donne Biryani,No,No,3,10,Quick Bites,Biryani,200,Dine-out,Basavanagudi
Saarangi Express,No,No,3,6,Quick Bites,others,250,Dine-out,Basavanagudi
Sri Venkateshwara Vishnu Bhavan,No,No,3,0,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out,Basavanagudi
Sri Udupi Veg,No,No,3,4,Quick Bites,South Indian,250,Dine-out,Basavanagudi
Royal Biryani Center,No,No,3,0,Quick Bites,"Biryani, Fast Food",200,Dine-out,Basavanagudi
Adithya Veg,No,No,3,10,Quick Bites,"South Indian, Chinese",300,Dine-out,Basavanagudi
Nandi Chats and Juice,No,No,3,47,Quick Bites,Street Food,150,Dine-out,Basavanagudi
Nandishwara Lunch Home,No,No,3,0,Quick Bites,South Indian,100,Dine-out,Basavanagudi
Atithi Point Ande Ka Funda,No,No,3,29,Quick Bites,North Indian,150,Dine-out,Basavanagudi
FOOD ADDA,No,No,3,4,Quick Bites,Fast Food,200,Dine-out,Basavanagudi
Coffee Bytes,No,No,3,6,Quick Bites,others,100,Dine-out,Basavanagudi
Parjanya Chat Zone,No,No,3,17,Quick Bites,others,200,Dine-out,Basavanagudi
Yo Roll Corner,No,No,3,27,Quick Bites,others,200,Dine-out,Basavanagudi
Sri Lakshmi Kabab Center,No,No,3,4,Quick Bites,others,200,Dine-out,Basavanagudi
Sri Basaveshwar Jolada Rotti Oota,No,No,3,0,Quick Bites,South Indian,150,Dine-out,Basavanagudi
Shree Udupi South kitchen,No,No,3,0,Quick Bites,South Indian,150,Dine-out,Basavanagudi
Foodlieious Multi Cuisine,No,No,3,0,Quick Bites,North Indian,100,Dine-out,Basavanagudi
Sri Cafe Hotel,No,No,3,0,Quick Bites,South Indian,150,Dine-out,Basavanagudi
Tasty Bites,No,No,3,21,Quick Bites,others,150,Dine-out,Basavanagudi
Rustic Treats,No,No,3,4,others,others,400,Dine-out,Basavanagudi
Hotel Renowned,No,No,3,5,Quick Bites,"North Indian, Biryani",200,Dine-out,Basavanagudi
Al Madina Family Restaurant,No,No,3,0,Quick Bites,others,500,Dine-out,Basavanagudi
Hotel Kalpaka,No,No,3,4,Quick Bites,others,400,Dine-out,Basavanagudi
Madeena Restaurant,No,No,3,0,Quick Bites,North Indian,300,Dine-out,Basavanagudi
New Grand Hotel,No,No,3,0,Quick Bites,"North Indian, Biryani",200,Dine-out,Basavanagudi
Raams Chicken,No,No,3,22,Quick Bites,Andhra,300,Dine-out,Basavanagudi
Panchami,No,No,3,15,Quick Bites,"North Indian, Chinese",300,Dine-out,Basavanagudi
Poornima Restaurant,No,No,3,29,Quick Bites,South Indian,200,Dine-out,Basavanagudi
Canton,Yes,No,3,195,Casual Dining,others,800,Dine-out,Basavanagudi
Kavali,No,No,4,42,Quick Bites,others,300,Dine-out,Basavanagudi
Kolkata Restaurant,No,No,3,7,Quick Bites,others,300,Dine-out,Basavanagudi
People Tree Cafe,No,No,3,168,Cafe,others,400,Dine-out,Basavanagudi
Chung Wah,Yes,No,3,323,Casual Dining,"Chinese, Thai, Momos",850,Dine-out,Basavanagudi
Chinese House,Yes,No,2,19,Quick Bites,"Chinese, Thai, Momos",300,Dine-out,Basavanagudi
Hotel Empark,Yes,No,3,16,Casual Dining,others,800,Dine-out,Basavanagudi
Davanagere Benne Dosa,No,No,3,0,Quick Bites,South Indian,150,Dine-out,Basavanagudi
Once Upon a Rooftop,No,Yes,4,1236,"Casual Dining, Bar",others,1000,Drinks & nightlife,Basavanagudi
Soho Bar & Grill,No,No,2,377,others,others,1100,Drinks & nightlife,Basavanagudi
Beetle Juice Bar - Springs Hotel & Spa,No,Yes,3,64,others,Finger Food,2200,Drinks & nightlife,Basavanagudi
Brew Meister,Yes,Yes,4,970,others,others,1500,Drinks & nightlife,Basavanagudi
Salut,Yes,Yes,4,442,others,others,1200,Drinks & nightlife,Basavanagudi
Gustoes Beer House,No,No,4,868,others,others,1200,Drinks & nightlife,Basavanagudi
Jcubez,No,Yes,3,977,others,Finger Food,1300,Drinks & nightlife,Basavanagudi
The Lounge - Eden Park Restaurants,No,Yes,3,151,others,others,1350,Drinks & nightlife,Basavanagudi
Blue Wings Bar & Restaurant,No,No,3,43,others,"North Indian, Chinese",700,Drinks & nightlife,Basavanagudi
Clove Rooftop,No,Yes,3,235,Casual Dining,others,1000,Drinks & nightlife,Basavanagudi
K27 - The Pub,No,No,3,30,others,"Chinese, North Indian",1000,Drinks & nightlife,Basavanagudi
Darbar,No,No,3,98,others,"North Indian, Chinese",800,Drinks & nightlife,Basavanagudi
Kava - Fairfield by Marriott,No,Yes,3,284,Casual Dining,others,1500,Buffet,Bellandur
The Fisherman's Wharf,Yes,Yes,4,4099,"Casual Dining, Bar",others,1400,Buffet,Bellandur
MoMo Cafe - Courtyard by Marriott,No,Yes,4,271,Casual Dining,others,2000,Buffet,Bellandur
Ruh,Yes,Yes,4,3020,Casual Dining,others,1000,Buffet,Bellandur
Tipsy Bull - The Bar Exchange,Yes,Yes,4,2182,others,others,1400,Buffet,Bellandur
Nook - Aloft Bengaluru Cessna Business Park,No,Yes,4,403,Casual Dining,others,1800,Buffet,Bellandur
Chaarcoal,Yes,No,4,444,Casual Dining,North Indian,1200,Buffet,Bellandur
Sharaab Factory,Yes,Yes,3,392,others,"Biryani, North Indian",1500,Buffet,Bellandur
Skylit - Citrus Hotels,No,Yes,3,255,others,others,1500,Buffet,Bellandur
Punjabi Times,Yes,Yes,4,1691,"Casual Dining, Bar",North Indian,1100,Buffet,Bellandur
Flavors of India,Yes,Yes,3,37,Casual Dining,others,1500,Buffet,Bellandur
Monsoon,No,No,2,11,others,Continental,1000,Buffet,Bellandur
BISO - Citrus Hotels,No,No,3,120,Casual Dining,others,1000,Buffet,Bellandur
Chef's Gallery,No,No,3,95,Casual Dining,others,700,Buffet,Bellandur
Palki's,No,No,3,155,Casual Dining,"North Indian, Biryani",800,Buffet,Bellandur
W XYZ Bar - Aloft Bengaluru Cessna Business Park,No,No,3,46,others,others,2000,Buffet,Bellandur
The Black Pearl,No,Yes,4,7023,"Casual Dining, Bar",others,1500,Buffet,Bellandur
Jalsa Gold,No,Yes,4,3421,Casual Dining,others,1300,Buffet,Bellandur
AB's - Absolute Barbecues,No,Yes,4,881,Casual Dining,others,1600,Buffet,Bellandur
The Hidden Home,Yes,Yes,4,994,Casual Dining,others,1300,Buffet,Bellandur
Barbecoa,No,No,4,1303,Casual Dining,others,1000,Buffet,Bellandur
Opus Food Stories,No,Yes,4,163,others,others,1500,Buffet,Bellandur
Village - The Soul of India,No,No,3,1225,Casual Dining,others,1100,Buffet,Bellandur
Little Italy,Yes,Yes,4,715,Casual Dining,"Italian, Pizza",1500,Buffet,Bellandur
Xtreme Sports Bar,Yes,Yes,4,942,others,others,1300,Buffet,Bellandur
RRoyal Rajasthan,Yes,No,4,754,Casual Dining,others,500,Buffet,Bellandur
Flavours - Octave Hotel & Spa,No,No,3,197,Casual Dining,"North Indian, Chinese",700,Buffet,Bellandur
Equinox Bar - DoubleTree Suites By Hilton,No,Yes,3,52,others,others,1900,Buffet,Bellandur
Story Time,No,No,3,15,others,others,500,Cafes,Bellandur
The Salad Studio,Yes,No,4,107,Cafe,others,400,Cafes,Bellandur
On the Go Cafeteria,No,No,3,0,others,others,200,Cafes,Bellandur
Mont Blanc Cafe,Yes,No,3,35,Cafe,others,650,Cafes,Bellandur
Chef Baker's,Yes,No,3,136,others,others,600,Cafes,Bellandur
Cafe Jezve,No,No,4,23,Cafe,Cafe,500,Cafes,Bellandur
Starbucks,No,No,3,38,others,"Cafe, Desserts",700,Cafes,Bellandur
Puro Gusto,No,No,3,25,Cafe,Cafe,400,Cafes,Bellandur
Tata Cha,Yes,No,3,34,others,others,400,Cafes,Bellandur
Cafe Coffee Day,Yes,No,3,48,Cafe,"Cafe, Fast Food",900,Cafes,Bellandur
Tea Totallers,Yes,No,2,19,Cafe,others,500,Cafes,Bellandur
Delitz Creamvilla Cafe,Yes,No,4,74,others,others,600,Cafes,Bellandur
The Brewing Bean,No,No,3,47,Cafe,Cafe,500,Cafes,Bellandur
Cuppa,No,No,3,33,Cafe,"Cafe, Fast Food",550,Cafes,Bellandur
Re:fuel- Aloft Bengaluru Cessna Business Park,No,No,3,0,others,others,1000,Cafes,Bellandur
Costa Coffee,No,No,3,6,Cafe,"Cafe, Fast Food",500,Cafes,Bellandur
Cafe Olive,No,No,3,114,Cafe,others,550,Cafes,Bellandur
Cafe Thulp,Yes,Yes,4,341,Cafe,others,1000,Cafes,Bellandur
Chai Resto,No,No,3,5,Quick Bites,others,200,Cafes,Bellandur
Stoner,Yes,No,4,556,others,others,500,Cafes,Bellandur
Zoey's,Yes,No,4,894,Cafe,others,600,Cafes,Bellandur
Eating Love,Yes,No,4,149,Cafe,others,800,Cafes,Bellandur
Light House Cafe,Yes,No,3,94,Cafe,others,700,Cafes,Bellandur
Chaai Resto,Yes,No,4,33,Cafe,others,200,Cafes,Bellandur
Imperio Cafe,No,No,3,22,Quick Bites,others,200,Cafes,Bellandur
The Shed,No,No,3,0,Cafe,"Cafe, Fast Food",400,Cafes,Bellandur
Biggies Burger 'n' More,No,No,3,0,Quick Bites,others,650,Cafes,Bellandur
eat.fit,Yes,No,4,632,Delivery,others,500,Delivery,Bellandur
Sher-E-Punjab,Yes,No,3,414,Quick Bites,"North Indian, Chinese",400,Delivery,Bellandur
Blue Berry Restaurant,Yes,No,3,146,Casual Dining,others,650,Delivery,Bellandur
BOX8- Desi Meals,Yes,No,4,166,"Takeaway, Delivery",others,500,Delivery,Bellandur
FreshMenu,Yes,No,3,113,Delivery,others,450,Delivery,Bellandur
Udupi Ruchi,Yes,No,3,240,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,Bellandur
Rangla Punjab,Yes,No,2,313,Quick Bites,"North Indian, Chinese",450,Delivery,Bellandur
Thiruvithamkoor Restaurant,Yes,No,3,294,Quick Bites,others,400,Delivery,Bellandur
The Paratha Company,Yes,No,4,166,Delivery,North Indian,400,Delivery,Bellandur
nu.tree,Yes,No,4,278,Delivery,others,400,Delivery,Bellandur
Best Of Bengal,Yes,No,3,230,Quick Bites,others,300,Delivery,Bellandur
Kerala Panoor Restaurant,Yes,No,3,137,Quick Bites,others,350,Delivery,Bellandur
Odians,Yes,No,3,38,Quick Bites,others,500,Delivery,Bellandur
Pet Full  99,Yes,No,3,15,Quick Bites,North Indian,200,Delivery,Bellandur
New Punjabi Dhaba,Yes,No,3,782,Quick Bites,"North Indian, Chinese",300,Delivery,Bellandur
Punjabi Dawat,Yes,No,2,248,Quick Bites,"North Indian, Chinese",400,Delivery,Bellandur
Burger King,Yes,No,3,62,Quick Bites,"Burger, Fast Food",500,Delivery,Bellandur
Kerala Mess Upahar,Yes,No,3,123,others,others,300,Delivery,Bellandur
Phulke Ghar Ke,Yes,No,4,532,Quick Bites,"North Indian, Chinese",300,Delivery,Bellandur
XO Belgian Waffle,Yes,No,4,141,Dessert Parlor,"Desserts, Beverages",400,Delivery,Bellandur
Lassi Corner,Yes,No,3,68,Quick Bites,others,200,Delivery,Bellandur
Coastal Fish Land,Yes,No,3,0,Casual Dining,others,500,Delivery,Bellandur
Bathinda Junction,Yes,Yes,4,533,Casual Dining,North Indian,600,Delivery,Bellandur
The Meal Story,Yes,No,4,258,Casual Dining,"North Indian, Street Food",700,Delivery,Bellandur
Meghana Foods Grand,Yes,No,4,3334,Casual Dining,others,600,Delivery,Bellandur
Murli,Yes,No,3,1233,Casual Dining,others,500,Delivery,Bellandur
Barbeque Delight,Yes,Yes,3,188,Casual Dining,others,800,Delivery,Bellandur
Basmati Restaurant,Yes,No,3,419,Casual Dining,others,900,Delivery,Bellandur
Empire Restaurant,Yes,No,3,2084,Casual Dining,others,750,Delivery,Bellandur
Reddy's Restaurant,Yes,No,3,34,Casual Dining,others,500,Delivery,Bellandur
Hyderabad Biryaani House,Yes,No,3,833,Casual Dining,"Biryani, North Indian, Chinese",550,Delivery,Bellandur
Sukhi Bhava,Yes,No,3,21,Quick Bites,others,300,Delivery,Bellandur
Kanti Sweets,Yes,No,4,152,others,"Mithai, Street Food",400,Delivery,Bellandur
Fun Kitchen,Yes,No,3,87,Quick Bites,"North Indian, Chinese, Fast Food",400,Delivery,Bellandur
Hyderabadi Biryani Hub,Yes,No,3,45,Quick Bites,"Biryani, North Indian",600,Delivery,Bellandur
Moriz Restaurant,Yes,No,2,666,Casual Dining,others,800,Delivery,Bellandur
Polar Bear,Yes,No,3,105,Dessert Parlor,others,400,Delivery,Bellandur
Blueberry Restaurant,Yes,No,3,36,Quick Bites,others,400,Delivery,Bellandur
Biryani Kitchen,Yes,No,3,214,Quick Bites,Biryani,400,Delivery,Bellandur
Udupi Aatithya,Yes,No,4,77,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Bellandur
Pepperwood,Yes,No,3,132,Quick Bites,others,300,Delivery,Bellandur
NY Pizza And Waffles,Yes,No,3,0,Quick Bites,"Pizza, Fast Food",300,Delivery,Bellandur
Biriyani House,Yes,No,3,27,Casual Dining,Biryani,400,Delivery,Bellandur
Punjabi Khana,Yes,No,3,12,Quick Bites,North Indian,500,Delivery,Bellandur
Al Daaz,Yes,No,4,567,Casual Dining,others,550,Delivery,Bellandur
Mojo Pizza - 2X Toppings,Yes,No,4,164,"Takeaway, Delivery",Pizza,600,Delivery,Bellandur
Chai Point,Yes,No,4,316,others,others,250,Delivery,Bellandur
Onesta,Yes,Yes,4,3738,others,others,600,Delivery,Bellandur
Bihar Ki Shan,Yes,No,3,343,Quick Bites,North Indian,300,Delivery,Bellandur
Sai Santhi Cafe,Yes,No,3,62,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Bellandur
Sri Vishnu Veg,Yes,No,3,11,Quick Bites,South Indian,200,Delivery,Bellandur
Shudh,Yes,No,4,87,Delivery,North Indian,300,Delivery,Bellandur
Biryani Miya,Yes,No,3,44,Delivery,"Biryani, North Indian",600,Delivery,Bellandur
Mani's Dum Biryani,Yes,No,4,894,Casual Dining,"Biryani, Kebab",750,Delivery,Bellandur
Sri Vishnu Grand & Garden Restaurant,Yes,No,3,7,Quick Bites,others,500,Delivery,Bellandur
Hyderabadi Bawarchi Biriyani,Yes,No,3,0,Casual Dining,Biryani,450,Delivery,Bellandur
Donne Biriyani House,Yes,No,3,126,Quick Bites,Biryani,300,Delivery,Bellandur
Potful,Yes,No,3,832,Delivery,others,650,Delivery,Bellandur
Bahar Cafe,Yes,Yes,4,903,Casual Dining,others,750,Delivery,Bellandur
Subway,Yes,No,3,38,Quick Bites,others,600,Delivery,Bellandur
KFC,Yes,No,3,380,Quick Bites,"Burger, Fast Food",450,Delivery,Bellandur
DinePost9,Yes,No,3,798,Delivery,others,450,Delivery,Bellandur
Thalassery Restaurant,Yes,No,3,692,Casual Dining,others,600,Delivery,Bellandur
Sri Vishnu Grand,Yes,No,3,135,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Bellandur
Paradise,Yes,No,3,0,Delivery,"Biryani, North Indian",600,Delivery,Bellandur
Bathinda Dine,Yes,No,4,230,Casual Dining,North Indian,950,Delivery,Bellandur
WOW Momo,Yes,No,3,79,Quick Bites,"Chinese, Momos",400,Delivery,Bellandur
Behrouz Biryani,Yes,No,4,357,Delivery,Biryani,650,Delivery,Bellandur
Sri Krishna Kitchen,Yes,No,3,22,Quick Bites,"North Indian, Chinese",350,Delivery,Bellandur
Maa Bhook Lagi,Yes,No,4,152,Delivery,North Indian,400,Delivery,Bellandur
Cake Town Cafe,Yes,No,3,75,others,"Bakery, Desserts",500,Delivery,Bellandur
Kairali Restaurant,Yes,No,3,94,Quick Bites,Kerala,200,Delivery,Bellandur
Basaveshwara Khanavali,Yes,No,3,11,Quick Bites,South Indian,150,Delivery,Bellandur
Punjabi Food Point,Yes,No,3,200,Quick Bites,others,450,Delivery,Bellandur
Punjabi Tadka,Yes,No,2,188,Casual Dining,"North Indian, Chinese",400,Delivery,Bellandur
Costa Biryanis,Yes,No,3,10,Delivery,others,300,Delivery,Bellandur
Sri Udupi Park,Yes,No,3,226,Casual Dining,others,500,Delivery,Bellandur
Pizza Hut,Yes,No,2,105,Quick Bites,"Pizza, Fast Food",600,Delivery,Bellandur
